403	27 
404	64 
405	1 
406	41 
407	30 
408	62 
409	50 
410	59 
411	11 
412	18 
413	8 
414	32 
415	55 
416	2 
417	20 
418	11 
419	46 
420	49 
421	40 
422	10 
423	63 
424	53 
425	45 
426	47 
427	43 
428	25 
429	13 
430	32 
431	45 
432	44 
433	57 
434	40 
435	57 
436	64 
437	53 
438	1 
439	6 
440	1 
441	11 
442	4 
443	51 
444	20 
445	7 
446	27 
447	10 
448	46 
449	58 
450	18 
451	17 
452	25 
453	56 
454	38 
455	23 
456	36 
457	43 
458	41 
459	20 
460	3 
461	43 
462	35 
463	33 
464	12 
465	1 
466	32 
467	42 
468	53 
469	22 
470	46 
471	21 
472	43 
473	57 
474	13 
475	7 
476	17 
477	21 
478	14 
479	18 
480	3 
481	57 
482	22 
483	7 
484	8 
485	16 
486	64 
487	32 
488	3 
489	40 
490	3 
491	23 
492	43 
493	3 
494	5 
495	13 
496	9 
497	58 
498	60 
499	4 
500	64 
501	22 
502	19 
503	22 
504	16 
505	6 
506	10 
507	4 
508	22 
509	47 
510	28 
511	48 
512	55 
513	46 
514	6 
515	27 
516	10 
517	46 
518	42 
519	33 
520	53 
521	32 
522	59 
523	58 
524	51 
525	28 
526	27 
527	16 
528	7 
529	42 
530	66 
531	5 
532	8 
533	40 
534	44 
535	48 
536	48 
537	66 
538	16 
539	10 
540	30 
541	4 
542	53 
543	3 
544	17 
545	6 
546	40 
547	33 
548	1 
549	48 
550	24 
551	13 
552	33 
553	49 
554	30 
555	12 
556	28 
557	21 
558	46 
559	45 
560	55 
561	4 
562	28 
563	41 
564	22 
565	63 
566	18 
567	42 
568	58 
569	55 
570	11 
571	47 
572	21 
573	3 
574	9 
575	57 
576	5 
577	47 
578	18 
579	40 
580	25 
581	33 
582	12 
583	32 
584	1 
585	23 
586	64 
587	16 
588	49 
589	46 
590	47 
591	45 
592	23 
593	25 
594	30 
595	23 
596	42 
597	13 
598	63 
599	22 
600	12 
601	11 
602	57 
603	6 
604	21 
605	1 
606	28 
607	12 
608	47 
609	24 
610	16 
611	5 
612	58 
613	64 
614	57 
615	6 
616	47 
617	39 
618	18 
619	64 
620	49 
621	64 
622	21 
623	24 
624	23 
625	55 
626	13 
627	38 
628	42 
629	27 
630	8 
631	51 
632	19 
633	32 
634	55 
635	30 
636	38 
637	49 
638	27 
639	4 
640	29 
641	55 
642	49 
643	57 
644	41 
645	47 
646	9 
647	30 
648	53 
649	27 
650	10 
651	21 
652	42 
653	55 
654	2 
655	32 
656	58 
657	9 
658	39 
659	8 
660	9 
661	49 
662	19 
663	42 
664	33 
665	64 
666	29 
667	14 
668	8 
669	47 
670	18 
671	12 
672	46 
673	27 
674	2 
675	2 
676	2 
677	14 
678	22 
679	40 
680	4 
681	12 
682	23 
683	23 
684	41 
685	30 
686	1 
687	33 
688	51 
689	1 
690	38 
691	40 
692	4 
693	64 
694	33 
695	4 
696	6 
697	3 
698	21 
699	51 
700	24 
701	21 
702	41 
703	46 
704	10 
705	51 
706	46 
707	4 
708	1 
709	9 
710	28 
711	38 
712	53 
713	24 
714	12 
715	55 
716	46 
717	39 
718	38 
719	46 
720	19 
721	38 
722	8 
723	27 
724	19 
725	6 
726	29 
727	41 
728	19 
729	33 
730	55 
731	38 
732	1 
733	42 
734	39 
735	4 
736	21 
737	49 
738	9 
739	21 
740	14 
741	30 
742	2 
743	24 
744	21 
745	47 
746	23 
747	41 
748	38 
749	30 
750	42 
751	42 
752	9 
753	14 
754	9 
755	50 
756	49 
757	22 
758	8 
759	49 
760	6 
761	39 
762	30 
763	10 
764	53 
765	8 
766	46 
767	32 
768	23 
769	2 
770	2 
771	28 
772	57 
773	40 
774	32 
775	39 
776	1 
777	12 
778	9 
779	51 
780	49 
781	16 
782	51 
783	32 
784	50 
785	50 
786	38 
787	18 
788	47 
789	53 
790	30 
791	28 
792	29 
793	22 
794	10 
795	55 
796	22 
797	39 
798	50 
799	49 
800	12 
801	9 
802	28 
803	9 
804	10 
805	16 
806	12 
807	2 
808	2 
809	12 
810	47 
811	32 
812	1 
813	41 
814	47 
815	39 
816	39 
817	41 
818	38 
819	19 
820	6 
821	40 
822	50 
823	33 
824	27 
825	10 
826	55 
827	28 
828	27 
829	64 
830	38 
831	16 
832	18 
833	28 
834	27 
835	51 
836	47 
837	2 
838	49 
839	39 
840	30 
841	12 
842	6 
843	51 
844	32 
845	46 
846	1 
847	38 
848	49 
849	12 
850	40 
851	21 
852	51 
853	16 
854	9 
855	49 
856	50 
857	64 
858	40 
859	57 
860	2 
861	8 
862	18 
863	64 
864	27 
865	12 
866	23 
867	50 
868	8 
869	57 
870	39 
871	27 
872	41 
873	23 
874	49 
875	6 
876	41 
877	23 
878	47 
879	4 
880	22 
881	18 
882	47 
883	57 
884	8 
885	6 
886	29 
887	2 
888	19 
889	19 
890	6 
891	64 
892	22 
893	32 
894	30 
895	2 
896	19 
897	22 
898	33 
899	9 
900	39 
901	16 
902	23 
903	40 
904	33 
905	38 
906	19 
907	64 
908	53 
909	22 
910	30 
911	2 
912	21 
913	1 
914	53 
915	40 
916	12 
917	29 
918	29 
919	6 
920	38 
921	38 
922	38 
923	49 
924	16 
925	21 
926	33 
927	6 
928	8 
929	23 
930	23 
931	23 
932	46 
933	21 
934	6 
935	40 
936	29 
937	49 
938	18 
939	9 
940	9 
941	9 
942	1 
943	16 
944	22 
945	47 
946	18 
947	12 
948	38 
949	1 
950	6 
951	30 
952	38 
953	19 
954	12 
955	22 
956	19 
957	27 
958	23 
959	19 
960	47 
961	27 
962	64 
963	53 
964	23 
965	47 
966	19 
967	40 
968	47 
969	30 
970	40 
971	53 
972	64 
973	64 
974	53 
975	38 
976	38 
977	30 
978	30 
979	46 
980	30 
981	23 
982	22 
983	53 
984	47 
985	53 
986	30 
987	30 
988	38 
989	38 
990	46 
991	46 
992	46 
993	22 
994	46 
995	1 
996	46 
997	30 
998	22 
999	38 
1000	46 
